656	6537
26646	94941
147240	10443
41024	6523
128336	10425
90362	11756
1546	9934
200412	12723
6166	50447
1434	35523
14710	6665
30424	23349
249327	19032
105401	13555
6373	10455
162361	15642
220	25240
119672	7732
114858	9474
18149	7331
133599	36324
104936	78097
60443	16909
26073	46237
17190	117132
26990	78540
71092	7032
87466	56360
38403	24622
54613	6537
38683	8772
36397	8322
49427	26305
94042	63428
60982	8896
38257	26710
111486	10917
18892	10572
134317	49346
50501	103364
70271	117967
62304	9241
30431	14300
163696	7170
6308	22458
4101	18490
15603	13001
75156	30881
53860	10028
4450	27777
207166	9343
39095	22800
679	116612
57	21655
224	85888
143483	11416
165835	15063
1547	13056
2525	84427
2627	8003
91252	7445
105080	8365
114747	6909
98917	26341
39390	75203
3156	14132
9522	37649
373	9011
84869	18083
85810	7330
171512	92270
37320	12520
3710	8040
219946	13875
88567	19822
46417	29519
121162	7734
21970	7635
125406	73443
1212	21160
47483	101250
176853	9798
60827	20689
107447	6845
36613	8266
194077	28109
3283	16909
263216	76044
630	55842
2	26494
33790	29426
244927	12981
8326	23086
110762	33397
136340	6367
118696	34960
127554	29972
201365	39844
98912	15480
51505	8622
117057	9015
34707	18788
2605	55788
25633	23081
72327	7636
35256	64989
66517	29372
257001	12354
11566	17413
45957	38055
20456	11643
22424	9090
990	6523
27193	106852
25142	99308
122717	10680
35057	9667
236795	55113
92167	16300
18096	18657
43176	11149
72405	6920
143496	17848
19620	20428
243821	11844
24461	64151
176569	11173
70993	8325
150214	12861
15610	29052
28831	9969
53058	8265
697	108507
15881	55323
143883	14684
62586	53018
16558	6537
136269	13235
44284	35911
3804	9266
102452	12791
1237	107067
242011	30550
248806	7208
37076	16179
161318	65245
33935	25465
231712	93881
249399	17811
85891	55213
80089	7328
66244	14361
76893	8809
147	15131
17454	14588
26828	98933
6705	11805
76644	106086
244248	7328
95742	6536
12621	13880
11304	16886
34498	21455
243545	13054
6664	106384
4783	43110
21521	101488
23339	19604
21884	41187
31839	7330
858	14164
22141	35523
248866	6645
73248	9359
41036	8772
5740	105892
46146	69048
186389	11416
56947	47863
1384	19248
12047	7756
8694	41541
216521	12154
23353	26344
7442	51838
72790	37844
27001	12012
209232	17325
93	25765
2102	11796
32031	104044
193947	21521
109865	66832
51364	34340
23463	6845
33568	72252
23511	20930
6629	82184
196381	24316
61615	99921
39085	102555
204661	61038
202489	10443
59800	9460
78587	85907
38294	85736
103156	85826
8655	10380
4611	6367
75095	22293
47984	13028
196111	24406
5820	88352
204055	42448
11609	6587
98233	14300
49360	24800
29761	43739
215865	18111
20258	48074
13243	35523
146998	8003
225027	17904
137993	8834
20055	29570
38007	113338
39	96600
47	19759
2419	92270
49722	28306
81062	8037
59904	20531
54422	8268
12727	46379
222470	30240
22786	9181
61455	7250
60885	13441
14567	35491
85897	59443
2244	11266
152819	7208
54914	24390
179354	8114
175481	32975
17859	94850
21174	77430
67744	53621
118688	19361
40147	27790
30553	13863
14148	49065
151578	57042
22808	70733
138325	108683
14553	10656
110070	19942
93318	12333
15732	6706
39530	16811
6091	14703
1108	12579
4053	39372
37031	20997
67812	14703
765	18989
134204	38762
50856	8307
32000	76858
14491	39016
93889	48343
18081	8259
