656	12776
656	10062
656	108709
656	8568
656	7330
656	40480
656	81716
656	9852
656	34145
656	15752
656	7528
656	28493
656	6909
656	13863
656	17275
656	72993
656	96599
656	103299
656	6517
656	8479
656	99631
656	61330
656	8799
656	6537
656	18248
656	82328
656	14099
656	39016
656	11796
656	9162
656	10442
243123	123728
243123	99936
243123	62882
243123	8823
243123	63229
243123	122846
26646	13064
26646	32721
26646	112143
26646	16743
26646	13497
26646	90106
26646	94941
26646	20242
26646	19424
26646	47944
26646	32804
26646	23579
26646	16316
26646	49957
26646	12126
26646	97760
26646	23110
26646	39531
26646	75039
26646	114917
26646	81238
26646	99007
26646	67518
26646	10963
26646	106542
26646	87034
26646	86874
147240	28378
147240	15414
147240	11101
147240	12640
147240	45195
147240	10444
147240	16089
147240	10443
147240	10415
147240	16682
147240	11949
147240	8630
88623	19159
88623	60168
88623	72974
88623	28047
88623	50970
88623	21526
88623	34318
88623	101311
88623	17498
88623	18730
88623	20682
88623	17669
88623	6536
88623	47608
88623	68483
88623	34786
88623	114759
88623	16287
88623	87668
88623	82839
41024	29878
41024	70797
41024	6523
41024	40609
128336	24521
128336	10425
128336	39204
128336	23100
128336	46849
128336	15771
128336	21193
128336	7734
128336	6845
90362	8799
90362	25806
90362	17346
90362	11756
1546	10789
1546	29446
1546	10619
1546	8568
1546	15146
1546	89466
1546	90506
1546	9266
1546	12231
1546	79424
1546	45438
1546	43251
1546	77032
1546	6706
1546	9233
1546	9923
1546	17819
1546	9169
1546	9985
1546	78916
1546	20770
1546	78837
1546	85946
1546	74488
1546	42130
1546	63665
1546	22764
1546	100605
1546	62878
1546	10004
1546	65153
1546	6537
1546	38220
1546	16055
1546	6925
1546	9934
1546	8104
1546	40178
1546	78216
1546	16183
1546	58024
1546	85719
1546	122382
1546	32671
1546	10736
1546	21058
1546	39016
1546	48625
7705	68644
7705	123517
7705	74986
7705	51510
200412	15950
200412	28984
200412	21483
200412	24031
200412	106880
200412	26699
200412	20169
200412	45499
200412	90729
200412	11670
200412	28732
200412	8583
200412	100859
200412	49422
200412	6925
200412	45065
200412	6536
200412	28705
200412	108241
200412	19615
200412	12333
200412	12723
6166	91250
6166	22657
6166	6928
6166	9929
6166	107768
6166	21869
6166	31658
6166	8949
6166	9867
6166	17035
6166	35138
6166	9593
6166	29346
6166	52411
6166	22419
6166	14322
6166	7938
6166	13863
6166	13001
6166	14703
6166	59205
6166	96599
6166	52635
6166	85261
6166	14586
6166	59008
6166	58997
6166	83134
6166	48373
6166	61330
6166	69784
6166	106302
6166	11962
6166	29604
6166	50447
6166	32447
6166	20678
6166	9090
6166	8370
6166	72902
6166	103731
6166	40209
6166	48226
6166	10761
6166	96600
6166	40752
6166	72529
6166	104402
1434	12372
1434	7993
1434	8896
1434	26699
1434	69823
1434	114986
1434	37080
1434	30542
1434	7330
1434	7289
1434	26251
1434	35523
1434	11297
1434	8477
1434	49795
1434	7734
1434	7994
14710	6536
14710	39711
14710	20930
14710	24165
14710	6665
30424	111707
30424	6368
30424	11567
30424	7330
30424	93674
30424	20155
30424	23503
30424	35510
30424	7734
30424	32136
30424	66841
30424	9923
30424	8308
30424	35922
30424	66842
30424	23349
30424	13601
30424	6537
30424	113724
30424	8722
30424	9370
30424	39867
30424	27741
30424	16783
30424	12812
30424	24499
30424	111193
249327	9671
249327	112198
249327	36223
249327	11440
249327	19032
249327	49835
249327	18111
249327	18527
249327	45171
249327	20839
249327	7208
249327	17422
105401	13555
105401	7005
6373	6845
6373	22757
6373	7322
6373	44586
6373	20535
6373	10455
6373	7756
6373	7255
6373	6523
6373	7734
162361	15642
220	9507
220	12012
