103533	837
265409	112658
265409	973
265409	1005
265409	49879
265409	18825
265409	2244
265409	16492
265409	1272
265409	38042
265409	7433
265409	13208
265409	6138
221952	2325
221952	36790
221952	837
2714	82161
2714	78346
2714	161
2714	7411
2714	3455
2714	12488
2714	64555
2714	1291
2714	5077
2714	115043
2714	100698
2714	1759
2714	2077
2714	110318
2714	114294
2714	825
2714	109363
2714	3722
2714	76970
2714	2199
2714	641
2714	2578
2714	73925
2714	849
2714	4355
2714	5592
2714	4784
2714	539
2714	72214
2714	16
2714	719
2714	63318
2714	472
2714	4000
2714	69277
2714	111282
2714	1701
2714	107364
2714	714
2714	8639
2714	107736
2714	93567
2714	112082
2714	40691
2714	1633
2714	68048
39697	92545
39697	283
39697	100949
39697	8380
39697	100097
39697	1871
39697	90746
39697	1176
39697	1573
39697	959
39697	65169
39697	4372
39697	68667
39697	80694
39697	3324
10134	35205
10134	102597
10134	76152
10134	79278
10134	4245
10134	82090
10134	1075
10134	56436
10134	120673
10134	60815
10134	2022
10134	101136
10134	550
42952	44948
42952	689
42952	52206
42952	971
42952	57287
42952	101639
42952	839
42952	362
42952	6217
42952	44808
42952	1154
42952	2923
42952	9365
42952	39458
42952	105947
42952	89608
42952	4489
42952	56316
42952	42075
42952	34277
42952	83374
195950	90872
195950	2835
195950	973
195950	1800
195950	8854
195950	94035
195950	438
195950	789
195950	1852
195950	64309
195950	264
195950	114660
195950	1604
156190	5694
156190	41659
156190	48184
156190	1651
156190	971
156190	114591
156190	1151
156190	2306
112469	1532
112469	1700
216139	2161
216139	1465
216139	971
216139	348
216139	8569
216139	109177
216139	9221
190844	6915
12186	40523
12186	1603
12186	3960
12186	7093
12186	1531
12186	114382
12186	95136
12186	51320
12186	5942
12186	3555
12186	1521
12186	383
12186	62225
12186	86082
12186	87409
12186	1682
12186	503
12186	34273
12186	108394
12186	75951
12186	81349
12186	3923
12186	82705
12186	2230
12186	4689
12186	80141
12186	113042
12186	2664
12186	85898
12186	2357
12186	50167
12186	2569
12186	50188
