104	301650	1262276523
104	288289	1262083385
104	282987	1262009901
249	1276528	1276525071
249	897729	1276280844
249	1148437	1276149244
1007	112457	1283935299
1007	3077297	1283926917
1007	3077297	1283829463
1007	3077297	1283601520
1007	112457	1283595857
1770	1499857	1284070254
1770	720018	1284052261
1770	271885	1284042520
1770	3375413	1284010085
1770	1276528	1284009616
1770	3331263	1283937353
1770	1488645	1283897777
1770	1258243	1283884459
2970	3839191	1284905064
2970	4037158	1284898904
2970	851797	1284896708
2970	683662	1284894617
2975	271885	1281710783
2975	1233436	1281710691
2975	883067	1280653757
2975	271885	1280653711
3525	550836	1266066949
3525	544538	1266057591
3525	544538	1265963211
3525	542239	1265919055
3525	112457	1265898672
4046	268123	1270495803
4046	112457	1270174601
4570	198946	1260634115
4944	1447784	1279279594
4944	1417273	1279174976
4944	1417273	1279087752
4944	1230984	1278876859
4944	1417273	1278771750
4944	332760	1278758751
4944	112457	1278747252
5092	690868	1281012363
6752	1121715	1273951151
6752	884041	1273916898
6752	884133	1273916867
6752	720018	1273916848
7108	837502	1277466139
7108	1333454	1277423212
8009	1148437	1276153888
8199	1815119	1286227334
8199	4679115	1286227204
8199	4679115	1285856558
9865	112457	1275398849
14183	737605	1285339598
14183	621189	1285339588
14183	1300383	1285339579
14183	743647	1285339566
14183	3988270	1285157538
14183	1391236	1285157507
14183	1410550	1285157494
14183	1429030	1285157477
14183	1409501	1285157462
14183	1429044	1285157453
14183	684362	1285157442
14183	828823	1285157433
14183	597199	1285157415
14183	1423540	1285157281
14183	1423547	1285157259
14183	1415487	1285157249
14183	1477728	1285157232
14183	2042418	1285157219
14183	1436815	1285157204
14183	577672	1285157184
14183	3124965	1285157167
14183	3881548	1285157144
14183	1415459	1285157131
14183	1415460	1285157119
14183	157165	1285157098
14183	1221130	1285157085
14183	969492	1285157073
14183	1423499	1285157040
14183	3776583	1285157027
14183	1396247	1285157017
14183	1396254	1285157008
14183	638580	1285156998
14183	1556001	1285156989
14183	1400613	1285156981
14183	384768	1285156971
14183	1395955	1285156962
14183	1815119	1285156953
14183	1405835	1285156943
14183	1395740	1285156935
14183	4105227	1285156926
14183	1476052	1285156911
14183	272482	1285156895
14183	1402925	1284965827
14183	1051717	1284965819
14183	739385	1284965810
14183	3053779	1284965800
14183	2918485	1284965791
14183	3603112	1284965715
14183	1336956	1284965693
14183	3876716	1284965682
14183	1405237	1284965668
14183	1381352	1284965655
14183	1442613	1284965629
14183	1344162	1284965618
14183	79390	1284965607
14183	1485965	1284965592
14183	1507433	1284965582
14183	850450	1284965564
14183	756931	1284965555
14183	1037170	1284965535
14183	471733	1284965524
14183	996108	1284965498
14183	931553	1284965486
14183	1429030	1284793155
14183	271438	1284793115
14183	684362	1284793087
14183	1409636	1284793063
14183	1429044	1284793038
14183	1409501	1284793027
14183	828823	1284793011
14183	1410550	1284792982
14183	1391236	1284792967
14183	597915	1284792943
14183	639008	1284792931
14183	597199	1284792892
14183	581305	1284792861
14183	714841	1284792846
14183	1438412	1284792826
14183	3012994	1284792785
14183	1488493	1284792769
14183	609140	1284792742
14183	3780356	1284792669
14183	2861527	1284792638
14183	1423073	1284792593
14183	540266	1279303283
14183	576123	1279303265
14183	652800	1279303255
14183	199344	1279303242
14183	269009	1279303228
14183	1423073	1279292321
14183	159193	1279292301
14183	639008	1279292292
14183	775165	1279292280
14183	609016	1279292269
14183	1447784	1279292238
14183	1391236	1279292224
14183	644178	1279292212
14183	652800	1279292199
14183	635185	1279292191
14183	576123	1279292180
14183	1410550	1279292171
14183	1409636	1279292162
14183	828823	1279292153
14183	1429056	1279292137
14183	1429063	1279292128
14183	1409501	1279292117
14183	1429044	1279292109
14183	684362	1279292101
14183	271438	1279292077
14183	597199	1279292060
14183	1415487	1279292040
14183	661708	1279292031
14183	296059	1279292020
14183	603083	1279292012
14183	1423547	1279292005
14183	1423517	1279291995
14183	1423496	1279291986
14183	1423507	1279291979
14183	1423540	1279291967
14183	1423499	1279291955
14183	213036	1279291937
14183	289280	1279291926
14183	1424537	1279291915
14183	709182	1279291903
14183	1396254	1279291896
14183	1396242	1279291888
14183	1437301	1279291876
14183	1396247	1279291868
14183	638580	1279291858
14183	1400613	1279291849
14183	576276	1279291841
14183	384768	1279291826
14183	1418118	1279291801
14183	1395955	1279291793
14183	1405835	1279291785
14183	1395740	1279291762
14183	272482	1279291747
14183	1447546	1279275803
14183	1318041	1279270553
14183	667389	1279270536
14183	1178602	1279270518
14183	1181858	1279270498
14183	1001837	1279270484
14183	1005230	1279270465
14183	1260215	1279270436
14183	815984	1279270427
14183	1259302	1279270414
14183	853020	1279270402
14183	852552	1279270391
14183	896681	1279270383
14183	444657	1279270370
14183	1402079	1279270361
14183	1401620	1279270352
14183	816673	1279266949
14183	873532	1279266899
14183	1241154	1279266891
14183	685626	1279266872
14183	1113454	1279266855
14183	858622	1279266841
14183	1117728	1279266824
14183	484711	1279213669
14183	1312233	1279207283
14183	894865	1279206982
14183	1443591	1279206970
14183	1438412	1279116883
14183	1429056	1279116839
14183	1429044	1279116827
14183	1429063	1279116820
14183	684362	1279116808
14183	1429030	1279116800
14183	271438	1279116789
14183	576123	1279116747
14183	635185	1279116739
14183	652800	1279116725
14183	644178	1279116712
14183	603083	1279116695
14183	484711	1279116685
14183	597199	1279116668
14183	1437301	1279098600
14183	1400613	1279098559
14183	576276	1279098550
14183	272482	1279098541
14183	709182	1279098531
14183	714841	1279095062
14183	1423073	1279095046
14183	159193	1279053976
14183	168378	1279053964
14183	714841	1279053952
14183	597915	1279053936
14183	1415487	1279053913
14183	484711	1279053899
14183	796664	1279053875
14183	1391236	1279053865
14183	1423073	1279053847
14183	271438	1279053836
14183	1429030	1279053824
14183	1409636	1279053810
14183	1410550	1279053797
14183	1429044	1279053781
14183	1429063	1279053758
14183	1409501	1279053725
14183	1429056	1279053707
14183	684362	1279053692
14183	828823	1279053673
14183	597199	1279053659
14183	1415487	1279031961
14183	1400613	1279031946
14183	629871	1279031925
14183	1423547	1279031901
14183	969492	1279031869
14183	157165	1279031857
14183	1415459	1279031845
14183	1415460	1279031822
14183	1221130	1279031809
14183	1433705	1279031789
14183	1433703	1279031726
14183	1433688	1279031647
14183	1253501	1279031566
14183	1380481	1279031557
14183	1394620	1279031545
14183	408329	1279031528
14183	861399	1279031511
14183	408235	1279031485
14183	1433668	1279031424
14183	544538	1279031171
14417	938829	1276430751
14417	517123	1276430679
14417	1184386	1276430624
14417	1241685	1276427568
14417	1151997	1276408960
14417	1258359	1276262921
14417	1258243	1276262705
14417	851082	1276262682
14417	1241685	1276069539
14417	1241685	1275974756
14417	1233420	1275936237
14417	1111323	1275934050
14417	271885	1275913168
14417	1233493	1275895917
14417	1231074	1275893126
14417	872266	1275835937
14417	1233436	1275810284
14417	883067	1275762626
14417	550836	1275732837
14417	720018	1275732701
14417	1226453	1275732680
14417	282987	1275641834
14417	1179425	1275597903
14417	845343	1275595519
14472	112457	1276255280
14472	112457	1275905250
14645	1022974	1277491433
14645	241484	1277487435
14645	1221130	1277377961
14989	271991	1276430644
14989	1231074	1276412658
14989	1258359	1276262994
14989	580558	1276261335
14989	743658	1276261311
14989	1258243	1276261284
14989	872266	1276011950
14989	1241685	1275939052
14989	882653	1275937737
14989	1121905	1275937673
14989	271991	1275831340
14989	850301	1275732786
14989	1226453	1275725079
14989	282987	1275641798
14989	845343	1275595506
14989	271885	1275584578
15107	1520358	1281989228
15107	1837679	1281889686
15107	1698962	1281720640
15145	1051717	1286059046
15145	1336956	1286058971
15145	190208	1286012877
15145	596943	1284903168
15145	727004	1284897242
15145	845325	1284834761
15145	843781	1284829893
15145	1930812	1284829872
15145	1585391	1284829861
15145	1005798	1284113929
15145	340135	1284113914
15145	1434479	1284108905
15145	1221130	1284101903
15145	157165	1283144937
15145	2720084	1283099565
15145	633956	1283099109
15145	1348604	1283099078
15145	531193	1283099018
15597	112457	1270982093
15597	896724	1270876856
15597	905877	1270843977
15597	897729	1270748485
15597	896724	1270740142
15597	112457	1270734801
16134	112457	1284532696
16134	847453	1283461225
16134	271991	1283425771
16134	1162505	1283381006
16437	1477728	1282147206
16437	1057721	1279917555
16437	1477728	1279731645
16437	1415487	1279730520
16761	883067	1281715178
16761	1555590	1281715168
16761	1671460	1281680085
16812	853647	1270267640
16812	853647	1270232371
16812	271885	1270188928
19074	1541515	1280679510
19074	112457	1279292438
19540	5257600	1286699605
19548	817273	1287220562
19797	739385	1284501683
19797	739385	1284468050
19804	3949243	1285011002
19804	4114667	1285008549
19804	4112265	1285002584
19804	1233499	1284986153
19804	271991	1284984345
19804	4065358	1284923895
19804	3949243	1284923781
19804	1111323	1284910805
19804	1258243	1284891589
19804	851082	1284891348
19804	3800730	1284877162
19804	720018	1284877028
19804	1544953	1284845075
19804	3949243	1284803530
19804	3946541	1284801355
19804	1233499	1284801165
19804	1499857	1284801026
19804	271885	1284800953
19804	3926925	1284761617
19804	1151997	1284757379
19922	1111317	1285537333
19922	4493208	1285523935
19922	1111317	1285512068
19922	1111317	1285462046
19922	1111317	1285355342
19922	4319385	1285322114
19993	112457	1275810633
19993	1233499	1275797745
19993	1233493	1275797431
19993	1233436	1275796389
19993	1233420	1275796068
19993	1231074	1275767905
19993	1230889	1275766223
19993	720018	1275756667
19993	271885	1275754494
19993	1228515	1275749103
19993	1228273	1275747037
19993	1227267	1275736832
19993	112457	1275732071
19993	112457	1273934547
21451	112457	1283356784
21472	883067	1270558760
21472	271885	1270558536
21472	882879	1270556233
21645	828319	1269929847
23491	999600	1272060383
24301	1261402	1276465465
24301	1261402	1276357315
24301	1261402	1276295870
24301	1083654	1276276183
25950	3210677	1286624734
25950	5066382	1286603091
25950	5138830	1286543249
25950	5136832	1286542285
25950	5066382	1286437599
26167	271885	1266231859
26167	282987	1266125665
26545	112457	1282288838
26545	1510738	1281797542
26545	112457	1281797500
26545	229974	1272947767
26545	112457	1272947737
26545	112457	1272381630
29414	614506	1271055308
29414	282987	1270911433
29619	112457	1278706181
30925	577672	1266521709
32928	271885	1283965295
32928	112457	1283962617
33565	112457	1285056456
34234	1443898	1279210195
34234	1111323	1279203489
34234	720018	1279173880
34234	271885	1279113056
34234	550836	1279112761
35400	1520358	1280396657
35400	1401374	1279882140
35400	1480935	1279791730
35400	1427930	1279535397
35400	1401374	1279275875
35400	1427930	1278928057
35400	832465	1278700888
35400	865482	1278584986
35400	832465	1278525768
35400	1401374	1278517276
35400	996108	1278423972
35400	996108	1277832914
35400	832465	1276032907
35400	268123	1276024101
35400	465090	1271324143
35400	411817	1270621287
35400	832465	1269980499
35400	465090	1264766703
35400	465090	1264678060
35400	411817	1263890160
36715	743647	1285418429
38428	828823	1283341618
38428	597199	1283340307
38428	882248	1283264291
38428	1400613	1283249472
38428	597199	1283244745
38428	1342637	1283184326
38428	2754443	1283179315
38428	2741852	1283132829
38428	1362258	1282826674
38428	2456237	1282815052
38428	408235	1282648509
38428	2339562	1282635880
38428	2317025	1282586079
38428	198946	1282490837
38428	2232775	1282433224
38428	2203169	1282412258
38428	1575974	1282337031
38428	2105050	1282318394
38428	1598186	1281549827
38428	1563421	1281454676
38428	1585391	1281348213
38428	1580779	1281277705
38428	1575974	1281209468
38428	882248	1281098697
38428	1565257	1281088116
38722	471733	1280690404
38722	272482	1280331721
38722	471733	1280175506
38722	996108	1280082164
38761	1556001	1284735745
38761	1555905	1284735726
38761	272482	1284735713
38761	3678729	1284727817
38761	1400613	1284572470
38761	1555905	1284572427
38761	3678729	1284416538
38761	1111323	1284244204
38762	1549494	1280816402
38780	1563421	1281042929
38780	1556001	1280928478
38780	1555905	1280927195
38780	1553309	1280870416
38780	1553053	1280866198
38780	842295	1280865880
38780	1551353	1280847780
38780	1551343	1280847635
38780	1550646	1280838324
38780	1542489	1280688219
38780	1542020	1280683826
38780	1541883	1280682530
38780	1541734	1280681298
38780	1539649	1280657704
38780	1475569	1279703909
38780	1475351	1279697864
38780	112457	1279695973
38780	1455587	1279383352
38780	720018	1279381866
38780	1436903	1279086167
38798	1556001	1284736129
38798	1555905	1284736097
38798	3678729	1284728876
38798	3883988	1284723012
38798	3876716	1284722841
38798	3603112	1284715157
38798	3603112	1284671821
38798	996108	1284671794
38798	3776583	1284573007
38798	1400613	1284572380
38798	1555905	1284571939
38798	3603112	1284421731
38798	282987	1284417495
38798	3678729	1284416670
38798	3603112	1284401194
38798	3603112	1284317417
38798	996108	1284308077
38798	3558192	1284246959
38813	5848491	1287594149
38813	5833693	1287579891
38813	1233436	1287577968
38813	1551353	1287573774
38813	996108	1287572189
38813	5830367	1287570823
38813	911397	1287566828
38818	229974	1284371064
38818	1082375	1284360618
38851	1592098	1281455128
38851	1592092	1281455023
38851	604945	1281288727
38851	604945	1281256196
38851	1574769	1281201410
38851	1574710	1281201199
38851	604945	1281138644
38851	1378945	1281126750
38851	604945	1281072115
38851	604945	1280863552
38851	604945	1280788005
38851	604945	1280747310
38851	604945	1280693468
38851	604945	1280668990
38851	604945	1280602326
38851	1504566	1280126195
39802	112457	1287291793
39802	4254180	1287291778
40095	1082375	1287150428
40095	720018	1287066700
40095	271885	1287066079
40095	271991	1287063414
40095	604945	1286860233
41442	1534226	1280591212
41442	1415487	1279552934
41442	973088	1278946515
41442	735259	1278521045
41442	344541	1278002273
41442	1326331	1277306764
41519	480113	1264886182
41519	471733	1264788246
41519	467304	1264744009
41519	467304	1264710683
42386	1012857	1286683662
43052	1444105	1279212373
43052	381365	1278715731
45168	3946835	1284801701
45168	3910424	1284745314
45168	3875912	1284714410
45168	350849	1284564744
45168	112457	1284557436
45203	883067	1285168153
45203	271885	1285167129
45203	911751	1284721184
46435	4351458	1285354663
46509	550836	1268427140
46509	271991	1268426824
46509	681616	1268258653
46753	1460720	1279452445
46753	282987	1279452344
46753	1455539	1279382904
46753	720018	1279350096
46753	271885	1279350073
47195	1233436	1286291266
47195	996108	1286215181
47212	112457	1283667492
47214	112457	1285355213
48302	112457	1287220746
49142	112457	1258634091
49690	112457	1281720416
49690	1233436	1281432942
49693	1391811	1278439343
49693	1391811	1278350731
50656	112457	1284747797
50656	282987	1284731921
50656	1233436	1284725285
50656	271885	1284717323
50656	408235	1284658958
50656	1580779	1284629274
50663	4266745	1285268750
50663	4256302	1285252208
50663	4248790	1285238366
50663	4090899	1285193450
50663	4213921	1285172956
50663	4213885	1285172910
50663	301650	1285172704
50663	4090899	1285106330
50663	4164808	1285087728
50663	667011	1285082673
50663	1401620	1285077862
50663	4090899	1285056568
50663	1550646	1284995154
50663	4090899	1284973750
50663	3835831	1284660037
50663	3667761	1284619776
50663	3783325	1284579296
50663	508608	1284477760
50663	3667761	1284400991
50869	112457	1278099560
50983	1395740	1285671363
50983	1555905	1285671217
50983	1276528	1285664890
50983	720018	1285141685
50983	271885	1285081952
52453	1118815	1273928484
52457	739385	1268964969
53816	883743	1273395196
55741	3210677	1286110904
56150	3603040	1284672538
56150	3603040	1284624037
56150	3603040	1284585862
56150	3603040	1284536056
56150	3603040	1284506639
56150	3603040	1284411531
56150	3603040	1284387022
56150	3603040	1284361657
56150	3603040	1284317310
56321	408235	1267969481
56321	271991	1267892646
56321	301650	1267734247
56669	1082375	1277352413
56669	112457	1277210757
58014	3053779	1284880431
58014	739385	1284590483
58442	2366293	1282676455
61053	1129892	1274710414
61053	112457	1274705870
61053	271991	1274687608
61053	1152956	1274650534
61053	756851	1274637990
61053	1152956	1274628056
61053	301650	1274618342
61053	1159329	1274606029
61053	1152956	1274561650
63428	1261098	1276291726
63428	1006791	1276282710
63428	1252961	1276168473
63555	1850213	1281899276
63555	882653	1281884888
63555	1539343	1280651166
63555	271885	1280607511
63555	1534292	1280607387
63555	872266	1280603571
63555	1535842	1280602483
63555	1534292	1280591809
63555	882653	1280587327
63555	720018	1280574024
63555	882653	1280572189
63555	850301	1280567454
65882	1342637	1286443383
65882	1150337	1286285763
65882	1150337	1286269178
65966	1206546	1275389236
70032	703950	1268521200
70032	597082	1266831900
70036	384768	1273037464
70036	1003306	1272110490
70036	721026	1268752176
70036	719700	1268729989
70053	1402925	1278533448
70053	471733	1278418941
70053	1395607	1278418917
70053	1276694	1276527670
71870	381365	1278699921
71870	381365	1277415129
71870	1261098	1277316066
71870	381365	1276902295
71870	730729	1276803972
71870	381365	1276535068
71870	730729	1275764886
71870	381365	1275591672
71870	1185539	1275076411
71870	381365	1274460935
71870	381365	1274126633
71870	891613	1274120680
71870	859118	1273929841
71870	730729	1273605479
71870	1087883	1273362718
71870	381365	1273342133
71870	381365	1272133270
71870	730729	1272040102
71870	730729	1271279232
71870	922227	1271005624
71870	911397	1270905399
71870	877313	1270893461
71870	891613	1270664606
71870	870102	1270386127
71870	869174	1270376538
72555	408235	1268696609
72555	576276	1266858650
72555	384768	1266857699
72561	1459992	1287427407
72905	112457	1267367006
79390	1121715	1273953053
80207	2254925	1282490134
80207	408235	1282210634
80207	619175	1282067064
80207	1927359	1282043829
80207	1924097	1282037472
80207	1814085	1282037419
80207	1896404	1281982614
