2049	6744
2049	5364
2049	1288
2049	5365
2049	5466
2049	1619
2049	4884
2049	1182
2049	5021
2049	3340
2049	4220
2049	2681
2049	3594
2049	5844
2049	5583
2049	5502
2049	1567
2049	4369
2049	749
2049	2304
2049	2993
2049	1201
2049	4307
2049	6116
2049	5103
2049	1923
2049	538
2049	4453
2049	3606
2049	7056
2049	1561
2049	938
2049	6747
2049	945
2049	2425
2049	4171
2049	5322
2049	2008
2049	1113
2049	6002
2049	6182
2049	449
2049	5188
2049	2660
2049	4375
2049	1893
2049	1965
2049	6181
2049	6435
2049	2859
49156	5104
49156	1483
49156	4613
49156	4177
49156	1121
49156	1568
49156	2156
49156	1134
49156	1955
49156	3790
49156	4408
49156	3020
49156	3769
49156	883
49156	1701
49156	6476
49156	5562
49156	4606
49156	2003
49156	237
49156	1022
49156	7292
49156	3005
49156	4264
49156	2531
49156	5785
49156	7021
49156	5515
49156	6098
49156	5420
49156	1348
49156	453
49156	3007
49156	3419
49156	4962
49156	2423
49156	2045
49156	7291
49156	1300
49156	3976
49156	5835
49156	5405
49156	153
49156	1559
49156	3888
49156	1664
49156	549
49156	4779
49156	4427
49156	3366
47110	3343
47110	2790
47110	1138
47110	2810
47110	6919
47110	490
47110	4632
47110	5890
47110	2313
47110	7148
47110	427
47110	5238
47110	5469
47110	5683
47110	6593
47110	7169
47110	1707
47110	5212
47110	4356
47110	4865
47110	6516
47110	1730
47110	2944
47110	5600
47110	2696
47110	4186
47110	3967
47110	6651
47110	395
47110	2507
47110	6238
47110	213
47110	1190
47110	2522
47110	3634
47110	1025
47110	3687
47110	2840
47110	2134
47110	6768
47110	4005
47110	4130
47110	4815
47110	605
47110	3432
47110	6033
47110	1687
47110	4226
47110	2755
47110	4642
122893	7137
122893	778
122893	4513
122893	1883
122893	5716
122893	7183
122893	2876
122893	4381
122893	6405
122893	5597
122893	2115
122893	5667
122893	5165
122893	3221
122893	4854
122893	410
122893	4930
122893	392
122893	3959
122893	6578
122893	4703
122893	4477
122893	2919
122893	931
122893	1827
122893	823
122893	4487
122893	3985
122893	4645
122893	4656
122893	546
122893	5654
122893	5585
122893	4701
122893	849
122893	1862
122893	7199
122893	4337
122893	2260
122893	2629
122893	1978
122893	3982
122893	4207
122893	2558
122893	1696
122893	363
122893	6698
122893	2847
122893	303
122893	1097
159767	5989
159767	4524
159767	187
159767	4457
159767	854
159767	585
159767	5530
159767	4513
159767	4326
159767	4675
159767	4780
159767	3514
159767	6080
159767	369
159767	3764
159767	3275
159767	1360
159767	3696
159767	4552
159767	6503
159767	1957
159767	6790
159767	543
159767	1961
159767	1159
159767	5112
159767	432
159767	728
159767	4598
159767	4674
159767	6517
159767	1027
159767	5191
159767	6650
159767	5551
159767	3413
159767	7228
159767	2325
159767	4951
159767	6448
159767	6272
159767	3946
159767	4977
159767	2347
159767	5697
159767	5468
159767	3948
159767	4431
159767	2051
159767	2630
157740	5836
157740	2870
157740	5303
157740	4284
157740	6157
157740	4370
157740	1014
157740	1733
157740	2433
157740	3411
157740	6835
157740	6950
157740	1754
157740	566
157740	2756
157740	3408
157740	3435
157740	5298
157740	2606
157740	3089
157740	2547
157740	2702
157740	902
157740	486
157740	4455
157740	1396
157740	5257
157740	662
157740	5452
157740	2879
157740	4523
157740	5549
157740	917
157740	2613
157740	2576
157740	2816
157740	6683
157740	5971
157740	4098
157740	5543
157740	6774
157740	3519
157740	5796
157740	2072
157740	2297
157740	4417
157740	178
157740	5276
157740	2439
157740	6707
49229	505
49229	2497
49229	2630
49229	786
49229	6897
49229	1364
49229	510
49229	1694
49229	6613
49229	1436
49229	2230
49229	122
49229	6596
49229	2834
49229	30
49229	3166
49229	53
49229	1185
49229	1271
49229	1043
49229	3432
49229	6231
49229	732
49229	396
49229	2515
49229	516
49229	5541
49229	911
49229	2041
49229	6792
49229	2353
49229	3810
49229	4503
49229	5005
49229	1305
49229	4709
49229	4958
49229	6744
49229	5185
49229	5170
49229	5719
49229	2647
49229	6509
49229	2674
49229	5551
49229	7167
49229	3033
49229	1549
49229	2937
49229	4634
4174	2541
4174	2475
4174	1680
4174	354
4174	2938
4174	1270
4174	31
4174	291
4174	2567
4174	6629
4174	176
4174	1388
4174	7294
4174	6066
4174	2097
4174	6698
4174	1053
4174	7085
4174	6361
4174	1848
4174	7199
4174	6453
4174	468
4174	5868
4174	1360
4174	3987
4174	5394
4174	91
4174	225
4174	5646
4174	4120
4174	250
4174	2755
4174	992
4174	2714
4174	5090
4174	788
4174	7248
4174	3373
4174	6719
4174	7261
4174	572
4174	1700
4174	3189
4174	1033
4174	2877
4174	2660
4174	5375
4174	2090
4174	6924
112722	2019
112722	5938
112722	5806
112722	638
112722	3996
112722	3650
112722	5545
112722	731
112722	1588
112722	2501
112722	3782
112722	5093
112722	3429
112722	849
112722	896
112722	6297
112722	4977
112722	6231
112722	4416
112722	2826
112722	7227
112722	1582
112722	4639
112722	6175
112722	5376
112722	4053
112722	5497
112722	6154
112722	3900
112722	6818
112722	6225
112722	5958
112722	6316
112722	1888
112722	3944
112722	5917
112722	3075
112722	7076
112722	2054
112722	6686
112722	4128
112722	1236
112722	5007
112722	186
112722	4512
112722	1946
112722	1797
112722	5256
112722	1381
112722	231
168036	6192
168036	5521
168036	3787
168036	237
168036	5037
168036	4916
168036	3054
168036	723
168036	6732
168036	2096
168036	147
168036	6270
168036	6667
168036	2590
168036	5617
168036	263
168036	2072
168036	413
168036	22
168036	7018
168036	3734
168036	2045
168036	2386
168036	1755
168036	3103
168036	4235
168036	6805
168036	7050
168036	3097
168036	102
168036	3115
168036	145
168036	3724
168036	7064
168036	6691
168036	1880
168036	1993
168036	2987
168036	6693
168036	6159
168036	1252
168036	2876
168036	2261
168036	2619
168036	5770
168036	2390
168036	6752
168036	5889
168036	2453
168036	4581
168037	6087
168037	2438
168037	1384
168037	856
168037	5794
168037	446
168037	4418
168037	3423
168037	1854
168037	1642
168037	4891
168037	5329
168037	5493
168037	5246
168037	3267
168037	5510
168037	5905
168037	3951
168037	3952
168037	2364
168037	3419
168037	5259
168037	5669
168037	1844
168037	2140
168037	544
168037	1971
168037	1706
168037	1151
168037	3144
168037	156
168037	4604
168037	2268
168037	6979
168037	173
168037	265
168037	6909
168037	5573
168037	4102
168037	3712
168037	1036
168037	4517
168037	7267
168037	329
168037	3518
168037	1852
168037	6702
168037	3592
168037	3915
168037	4758
71785	6136
71785	2126
71785	4985
71785	1452
71785	6399
71785	1981
71785	5602
71785	1819
71785	3426
71785	4992
71785	3187
71785	644
71785	2637
71785	7055
71785	4537
71785	5918
71785	4308
71785	5898
71785	5300
71785	3595
71785	1680
71785	1211
71785	1563
71785	886
71785	2368
71785	641
71785	6130
71785	3776
71785	5597
71785	318
71785	4993
71785	1424
71785	5525
71785	5476
71785	131
71785	2541
71785	508
71785	2084
71785	5714
71785	2570
71785	114
71785	7122
71785	1545
71785	61
71785	598
71785	1328
71785	3804
71785	3603
71785	2402
71785	4095
18549	3806
18549	6277
18549	2883
18549	3409
18549	2669
18549	1713
18549	754
18549	6
18549	3448
18549	1761
18549	5126
18549	1622
18549	208
18549	3007
18549	5519
18549	6380
18549	6018
18549	277
18549	474
18549	3985
18549	1030
18549	4707
18549	5015
18549	3998
18549	354
18549	292
18549	3815
18549	4484
18549	3591
18549	6854
18549	6386
18549	3523
18549	3478
18549	3088
18549	2850
18549	2046
18549	6802
18549	6046
18549	3178
18549	125
18549	1839
18549	3403
18549	2094
18549	878
18549	1317
18549	6043
18549	5756
18549	699
18549	7214
18549	2913
18550	1881
18550	6128
18550	5832
18550	22
18550	4582
18550	289
18550	6996
18550	3278
18550	3439
18550	2225
18550	1535
18550	261
18550	5302
18550	4024
18550	7085
18550	1132
18550	272
18550	1807
18550	3548
18550	3036
18550	6775
18550	6579
18550	2842
